Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
twig,	two,	three,	False
nin,	nine,	nine,	True
,	four,	four,	True
tw,	two,	two,	True
thr,	three,	three,	True
seven,	seven,	seven,	True
o,	four,	four,	True
ne,	nine,	one,	False
eih,	three,	eight,	False
on,	one,	one,	True
,	six,	eight,	False
,	five,	nine,	False
thon,	three,	two,	False
five,	five,	five,	True
eigh,	eight,	eight,	True
in,	one,	two,	False
tw,	two,	two,	True
i,	nine,	two,	False
oivne,	nine,	five,	False
six,	six,	six,	True
six,	six,	six,	True
nine,	nine,	nine,	True
hre,	three,	three,	True
one,	one,	one,	True
siv,	five,	seven,	False
five,	five,	five,	True
two,	two,	two,	True
three,	three,	three,	True
fv,	five,	five,	True
si,	three,	two,	False
u,	four,	four,	True
sevn,	seven,	seven,	True
thr,	three,	three,	True
w,	two,	two,	True
fivr,	five,	four,	False
eih,	five,	eight,	False
five,	five,	five,	True
tw,	two,	two,	True
ztw,	two,	two,	True
eigh,	eight,	eight,	True
three,	three,	three,	True
,	seven,	zero,	False
he,	three,	three,	True
tw,	two,	three,	False
tohren,	three,	three,	True
te,	three,	three,	True
si,	six,	seven,	False
fur,	four,	four,	True
eiti,	eight,	eight,	True
ie,	three,	five,	False
eig,	eight,	eight,	True
sevn,	seven,	seven,	True
tn,	ten,	two,	False
on,	one,	one,	True
tw,	two,	two,	True
g,	five,	two,	False
our,	four,	four,	True
fiv,	five,	five,	True
sevi,	seven,	seven,	True
fiv,	five,	five,	True
siv,	five,	seven,	False
two,	two,	two,	True
n,	nine,	one,	False
nfive,	five,	five,	True
ig,	five,	eight,	False
i,	one,	nine,	False
o,	four,	zero,	False
f,	five,	four,	False
five,	five,	five,	True
siv,	five,	six,	False
siv,	five,	zero,	False
six,	six,	six,	True
sv,	seven,	seven,	True
four,	four,	four,	True
sv,	seven,	seven,	True
sivn,	seven,	seven,	True
n,	nine,	two,	False
fu,	four,	four,	True
to,	two,	two,	True
o,	four,	one,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
,	three,	one,	False
tix,	six,	six,	True
tw,	two,	two,	True
ie,	nine,	five,	False
,	seven,	four,	False
th,	three,	three,	True
zro,	zero,	zero,	True
hre,	three,	three,	True
svni,	seven,	seven,	True
tn,	ten,	six,	False
zro,	zero,	zero,	True
,	seven,	four,	False
six,	six,	six,	True
eig,	eight,	eight,	True
four,	four,	four,	True
iv,	four,	five,	False
igt,	eight,	eight,	True
onen,	one,	one,	True
sv,	seven,	seven,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
six,	six,	six,	True
three,	three,	three,	True
eig,	eight,	eight,	True
tw,	two,	two,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
six,	six,	six,	True
twhre,	three,	three,	True
three,	three,	three,	True
tihet,	eight,	three,	False
e,	three,	zero,	False
sis,	six,	six,	True
fiv,	five,	five,	True
six,	six,	six,	True
n,	nine,	one,	False
fr,	four,	four,	True
seie,	six,	six,	True
si,	six,	six,	True
nin,	nine,	nine,	True
se,	seven,	seven,	True
tw,	two,	two,	True
foure,	four,	four,	True
oun,	one,	one,	True
wo,	two,	two,	True
one,	one,	one,	True
o,	zero,	one,	False
fiv,	five,	five,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
fu,	four,	four,	True
four,	four,	four,	True
seivn,	seven,	seven,	True
fiv,	five,	five,	True
six,	six,	six,	True
,	one,	four,	False
zro,	zero,	zero,	True
three,	three,	three,	True
oin,	nine,	two,	False
eign,	eight,	eight,	True
zero,	zero,	zero,	True
five,	five,	five,	True
nine,	nine,	nine,	True
on,	one,	one,	True
zexe,	six,	zero,	False
twre,	two,	three,	False
tw,	two,	two,	True
tohrn,	three,	three,	True
tw,	two,	three,	False
nin,	nine,	nine,	True
twn,	two,	two,	True
nie,	nine,	one,	False
fv,	five,	five,	True
fiv,	five,	five,	True
one,	one,	one,	True
fivf,	five,	five,	True
fnen,	nine,	four,	False
f,	five,	four,	False
sfixiv,	six,	six,	True
sevt,	seven,	seven,	True
fon,	four,	one,	False
i,	nine,	seven,	False
nin,	nine,	nine,	True
sif,	five,	six,	False
four,	four,	four,	True
two,	two,	two,	True
xe,	six,	five,	False
six,	six,	six,	True
eight,	eight,	eight,	True
six,	six,	six,	True
ftnein,	nine,	seven,	False
o,	zero,	one,	False
er,	four,	zero,	False
one,	one,	one,	True
eighght,	eight,	eight,	True
fiv,	five,	nine,	False
siv,	five,	six,	False
fivhrn,	five,	three,	False
ero,	zero,	zero,	True
five,	five,	five,	True
one,	one,	one,	True
fiv,	five,	five,	True
w,	two,	two,	True
oe,	one,	one,	True
tw,	two,	two,	True
,	one,	nine,	False
eig,	eight,	eight,	True
five,	five,	five,	True
igo,	zero,	eight,	False
six,	six,	zero,	False
onen,	one,	one,	True
two,	two,	two,	True
sixn,	six,	six,	True
twhr,	two,	three,	False
on,	one,	one,	True
fsvne,	five,	seven,	False
nin,	nine,	nine,	True
zro,	zero,	zero,	True
one,	one,	one,	True
f,	five,	four,	False
tw,	two,	two,	True
three,	three,	three,	True
three,	three,	three,	True
nine,	nine,	nine,	True
h,	four,	one,	False
fiv,	five,	nine,	False
o,	four,	one,	False
thr,	three,	three,	True
oine,	nine,	one,	False
twg,	two,	two,	True
fi,	five,	nine,	False
fve,	five,	five,	True
six,	six,	six,	True
two,	two,	two,	True
,	seven,	seven,	True
f,	four,	four,	True
e,	three,	eight,	False
fiv,	five,	five,	True
eig,	eight,	eight,	True
th,	two,	three,	False
fiv,	five,	five,	True
i,	one,	five,	False
tre,	three,	three,	True
fiv,	five,	five,	True
tohr,	four,	three,	False
eighg,	eight,	eight,	True
,	seven,	zero,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
zero,	zero,	zero,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fu,	four,	four,	True
nin,	nine,	nine,	True
sinin,	nine,	seven,	False
,	seven,	two,	False
six,	six,	six,	True
r,	four,	nine,	False
on,	one,	one,	True
fi,	five,	five,	True
six,	six,	six,	True
twi,	two,	three,	False
eigh,	eight,	eight,	True
e,	three,	one,	False
igwof,	five,	two,	False
nin,	nine,	nine,	True
onf,	one,	one,	True
two,	two,	two,	True
sie,	six,	six,	True
e,	three,	three,	True
fu,	four,	four,	True
fiv,	five,	five,	True
z,	two,	zero,	False
g,	five,	eight,	False
five,	five,	five,	True
twi,	two,	two,	True
sev,	seven,	seven,	True
oe,	one,	one,	True
twen,	two,	two,	True
five,	five,	five,	True
twe,	two,	two,	True
five,	five,	five,	True
stw,	two,	three,	False
zero,	zero,	zero,	True
o,	zero,	one,	False
four,	four,	four,	True
nin,	nine,	nine,	True
six,	six,	six,	True
nin,	nine,	nine,	True
e,	three,	three,	True
nin,	nine,	nine,	True
fon,	one,	four,	False
zerx,	zero,	three,	False
nine,	nine,	nine,	True
six,	six,	six,	True
f,	five,	four,	False
four,	four,	four,	True
o,	four,	one,	False
sio,	seven,	seven,	True
one,	one,	one,	True
e,	three,	five,	False
ixf,	six,	six,	True
oe,	zero,	one,	False
eigh,	eight,	eight,	True
five,	five,	five,	True
nine,	nine,	nine,	True
five,	five,	five,	True
zero,	zero,	zero,	True
sif,	five,	six,	False
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
ze,	two,	zero,	False
sen,	seven,	seven,	True
in,	five,	nine,	False
siv,	five,	seven,	False
tw,	two,	three,	False
six,	six,	six,	True
swxo,	six,	six,	True
ero,	zero,	zero,	True
sev,	seven,	seven,	True
six,	six,	six,	True
fve,	five,	five,	True
ero,	zero,	zero,	True
nin,	nine,	nine,	True
four,	four,	four,	True
seven,	seven,	seven,	True
twen,	two,	two,	True
ze,	three,	zero,	False
fowo,	four,	two,	False
sixs,	six,	six,	True
nin,	nine,	nine,	True
o,	four,	one,	False
si,	six,	six,	True
nine,	nine,	nine,	True
one,	one,	one,	True
er,	three,	three,	True
fou,	four,	four,	True
five,	five,	five,	True
nini,	nine,	nine,	True
sx,	six,	six,	True
fof,	four,	four,	True
igh,	eight,	eight,	True
sn,	seven,	seven,	True
,	two,	two,	True
zso,	two,	zero,	False
six,	six,	six,	True
one,	one,	one,	True
u,	four,	four,	True
onin,	one,	one,	True
o,	zero,	zero,	True
fve,	five,	seven,	False
niv,	nine,	nine,	True
eig,	eight,	eight,	True
fv,	five,	seven,	False
five,	five,	five,	True
onin,	nine,	nine,	True
n,	nine,	six,	False
o,	four,	zero,	False
t,	two,	two,	True
in,	five,	five,	True
on,	one,	one,	True
on,	one,	one,	True
fv,	five,	five,	True
,	six,	eight,	False
five,	five,	five,	True
,	four,	three,	False
,	six,	five,	False
fev,	five,	five,	True
twf,	two,	two,	True
fur,	four,	four,	True
ninf,	nine,	nine,	True
one,	one,	one,	True
fiv,	five,	five,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
ie,	five,	zero,	False
one,	one,	one,	True
one,	one,	one,	True
,	four,	five,	False
seve,	seven,	seven,	True
foure,	four,	four,	True
ni,	nine,	eight,	False
oe,	zero,	eight,	False
eige,	eight,	eight,	True
nin,	nine,	nine,	True
uf,	four,	four,	True
eige,	eight,	eight,	True
fou,	four,	four,	True
f,	four,	four,	True
,	seven,	nine,	False
eigh,	eight,	eight,	True
fiv,	five,	five,	True
fo,	four,	four,	True
esroe,	three,	zero,	False
ero,	zero,	zero,	True
six,	six,	six,	True
eighteo,	eight,	eight,	True
tw,	two,	two,	True
sixe,	six,	six,	True
fo,	four,	zero,	False
sev,	seven,	seven,	True
tw,	two,	two,	True
,	seven,	three,	False
n,	nine,	two,	False
one,	one,	one,	True
sire,	five,	six,	False
nine,	nine,	nine,	True
re,	three,	zero,	False
f,	four,	four,	True
swe,	three,	two,	False
sivne,	nine,	seven,	False
ie,	nine,	two,	False
eight,	eight,	eight,	True
two,	two,	two,	True
,	five,	five,	True
ig,	eight,	eight,	True
five,	five,	five,	True
e,	three,	one,	False
tre,	three,	three,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
thr,	three,	three,	True
n,	nine,	four,	False
to,	two,	two,	True
on,	one,	one,	True
fev,	five,	seven,	False
nini,	nine,	nine,	True
sevn,	seven,	seven,	True
thr,	three,	three,	True
to,	two,	three,	False
str,	three,	zero,	False
six,	six,	six,	True
nin,	nine,	nine,	True
fur,	four,	four,	True
four,	four,	four,	True
svn,	seven,	seven,	True
sin,	six,	seven,	False
one,	one,	one,	True
tohr,	four,	three,	False
fiv,	five,	one,	False
,	seven,	zero,	False
six,	six,	seven,	False
sio,	six,	zero,	False
four,	four,	four,	True
one,	one,	one,	True
sevev,	seven,	seven,	True
t,	two,	three,	False
,	five,	zero,	False
thren,	three,	three,	True
four,	four,	four,	True
nin,	nine,	nine,	True
si,	six,	six,	True
oe,	four,	one,	False
n,	nine,	four,	False
siv,	five,	seven,	False
sev,	seven,	seven,	True
fiv,	five,	five,	True
sv,	seven,	seven,	True
fiv,	five,	five,	True
two,	two,	two,	True
six,	six,	six,	True
roe,	two,	zero,	False
tohr,	four,	three,	False
tw,	two,	three,	False
r,	four,	zero,	False
eiw,	five,	eight,	False
nin,	nine,	nine,	True
sv,	seven,	seven,	True
six,	six,	six,	True
one,	one,	one,	True
two,	two,	two,	True
nine,	nine,	nine,	True
four,	four,	four,	True
tr,	three,	three,	True
fou,	four,	four,	True
zr,	zero,	zero,	True
ev,	five,	seven,	False
seve,	seven,	seven,	True
,	three,	two,	False
furn,	four,	four,	True
twn,	two,	two,	True
sivne,	five,	seven,	False
furn,	four,	four,	True
,	five,	one,	False
fur,	four,	four,	True
tw,	two,	two,	True
ig,	nine,	eight,	False
t,	two,	seven,	False
f,	five,	six,	False
zeron,	zero,	zero,	True
fe,	five,	four,	False
fr,	four,	four,	True
ewo,	two,	zero,	False
fiv,	five,	five,	True
stwen,	seven,	two,	False
eihe,	five,	eight,	False
siven,	seven,	seven,	True
six,	six,	six,	True
ze,	three,	zero,	False
svr,	seven,	seven,	True
sven,	seven,	seven,	True
eig,	eight,	eight,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
,	seven,	zero,	False
fon,	one,	one,	True
seve,	seven,	seven,	True
eig,	eight,	eight,	True
ev,	five,	seven,	False
four,	four,	four,	True
eron,	seven,	zero,	False
twon,	two,	two,	True
t,	two,	three,	False
eigh,	eight,	eight,	True
sisiv,	six,	six,	True
ure,	four,	four,	True
ti,	three,	two,	False
zero,	zero,	zero,	True
five,	five,	five,	True
nin,	nine,	nine,	True
f,	four,	four,	True
,	three,	two,	False
seven,	seven,	seven,	True
sevx,	seven,	six,	False
fiv,	five,	five,	True
sis,	six,	six,	True
iv,	four,	five,	False
tw,	two,	two,	True
tr,	three,	three,	True
twin,	two,	two,	True
e,	three,	zero,	False
sixe,	six,	six,	True
four,	four,	four,	True
zrn,	three,	zero,	False
eigh,	eight,	eight,	True
zr,	zero,	zero,	True
igh,	nine,	eight,	False
our,	four,	one,	False
sifiv,	five,	six,	False
seven,	seven,	seven,	True
eigh,	eight,	eight,	True
siv,	five,	seven,	False
one,	one,	one,	True
on,	one,	one,	True
fiv,	five,	five,	True
thr,	three,	three,	True
seve,	seven,	seven,	True
fig,	five,	five,	True
sev,	seven,	seven,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
tr,	three,	three,	True
se,	three,	seven,	False
fiv,	five,	five,	True
ev,	five,	five,	True
iv,	four,	five,	False
nin,	nine,	nine,	True
eve,	five,	seven,	False
fonve,	five,	one,	False
n,	nine,	one,	False
eow,	two,	two,	True
tw,	two,	two,	True
si,	six,	six,	True
o,	four,	four,	True
one,	one,	one,	True
six,	six,	six,	True
th,	three,	three,	True
siv,	five,	seven,	False
o,	four,	one,	False
hre,	three,	zero,	False
,	three,	four,	False
our,	four,	four,	True
tw,	two,	two,	True
g,	three,	eight,	False
twh,	two,	three,	False
tw,	two,	two,	True
seve,	seven,	seven,	True
five,	five,	five,	True
fe,	five,	four,	False
tiv,	five,	seven,	False
our,	four,	one,	False
nine,	nine,	nine,	True
sixe,	six,	six,	True
to,	two,	two,	True
ix,	six,	six,	True
twe,	two,	two,	True
sirxf,	six,	six,	True
inen,	nine,	nine,	True
nine,	nine,	nine,	True
six,	six,	six,	True
six,	six,	six,	True
nin,	nine,	nine,	True
three,	three,	three,	True
h,	four,	three,	False
e,	three,	six,	False
eight,	eight,	eight,	True
tw,	two,	two,	True
zerof,	zero,	zero,	True
hre,	three,	zero,	False
tr,	three,	three,	True
five,	five,	five,	True
siv,	five,	six,	False
th,	three,	two,	False
eigh,	eight,	eight,	True
fure,	four,	four,	True
one,	one,	one,	True
six,	six,	six,	True
sevte,	seven,	seven,	True
gh,	eight,	eight,	True
evge,	five,	eight,	False
foure,	four,	four,	True
si,	six,	seven,	False
eightf,	eight,	eight,	True
twe,	two,	two,	True
toh,	two,	three,	False
sve,	five,	seven,	False
five,	five,	five,	True
six,	six,	six,	True
fnin,	nine,	nine,	True
fivf,	five,	five,	True
onei,	one,	one,	True
on,	one,	one,	True
woin,	nine,	two,	False
thref,	three,	three,	True
eighte,	eight,	eight,	True
eif,	five,	eight,	False
twoe,	two,	seven,	False
frure,	four,	four,	True
sio,	six,	zero,	False
sive,	five,	seven,	False
foe,	four,	four,	True
e,	three,	one,	False
zer,	zero,	zero,	True
three,	three,	three,	True
fighe,	five,	eight,	False
fnie,	nine,	one,	False
stixf,	six,	six,	True
five,	five,	five,	True
tre,	three,	three,	True
sevi,	seven,	seven,	True
zer,	zero,	zero,	True
twof,	two,	two,	True
fev,	five,	seven,	False
tw,	two,	two,	True
in,	one,	one,	True
heroe,	zero,	zero,	True
eveneig,	seven,	seven,	True
seve,	seven,	seven,	True
twoe,	two,	two,	True
twhe,	two,	three,	False
i,	one,	eight,	False
seve,	seven,	seven,	True
fiv,	five,	five,	True
eiegt,	eight,	eight,	True
sei,	six,	six,	True
sev,	seven,	zero,	False
e,	three,	zero,	False
the,	three,	three,	True
the,	three,	three,	True
sixs,	six,	six,	True
one,	one,	one,	True
si,	six,	six,	True
th,	three,	eight,	False
ftihe,	five,	three,	False
tif,	five,	six,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
fue,	four,	four,	True
th,	three,	six,	False
t,	two,	three,	False
one,	one,	one,	True
sixf,	six,	six,	True
whe,	two,	three,	False
eth,	eight,	three,	False
six,	six,	six,	True
tw,	two,	two,	True
thrn,	three,	three,	True
eighe,	eight,	eight,	True
n,	nine,	nine,	True
one,	one,	one,	True
fiv,	five,	five,	True
three,	three,	three,	True
sev,	seven,	seven,	True
ne,	nine,	nine,	True
t,	two,	zero,	False
one,	one,	one,	True
evei,	five,	seven,	False
te,	three,	two,	False
ti,	two,	two,	True
nine,	nine,	nine,	True
on,	one,	one,	True
sig,	six,	six,	True
t,	two,	two,	True
six,	six,	six,	True
twg,	two,	two,	True
in,	five,	nine,	False
sivx,	six,	six,	True
one,	one,	one,	True
three,	three,	three,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
hr,	four,	three,	False
thr,	three,	three,	True
tw,	two,	two,	True
egte,	eight,	eight,	True
stwoe,	two,	zero,	False
fi,	five,	five,	True
si,	six,	seven,	False
er,	three,	zero,	False
si,	six,	seven,	False
oe,	two,	one,	False
nin,	nine,	nine,	True
seve,	seven,	seven,	True
two,	two,	two,	True
tnin,	nine,	nine,	True
fi,	five,	five,	True
one,	one,	one,	True
on,	one,	one,	True
te,	three,	three,	True
nin,	nine,	nine,	True
fthre,	three,	three,	True
tif,	five,	seven,	False
n,	nine,	eight,	False
on,	one,	one,	True
ononr,	one,	one,	True
eigt,	eight,	eight,	True
n,	nine,	one,	False
ern,	three,	zero,	False
three,	three,	three,	True
si,	six,	six,	True
tw,	two,	two,	True
stix,	six,	six,	True
nin,	nine,	nine,	True
fivef,	five,	five,	True
six,	six,	six,	True
six,	six,	six,	True
i,	nine,	six,	False
one,	one,	one,	True
ni,	nine,	nine,	True
etigh,	eight,	eight,	True
on,	one,	one,	True
tw,	two,	seven,	False
siv,	five,	six,	False
f,	four,	three,	False
nini,	nine,	nine,	True
on,	one,	four,	False
on,	one,	one,	True
oin,	nine,	nine,	True
zern,	three,	two,	False
nin,	nine,	nine,	True
siw,	six,	two,	False
two,	two,	two,	True
nine,	nine,	nine,	True
siv,	five,	six,	False
ze,	three,	zero,	False
,	four,	nine,	False
ftfi,	five,	seven,	False
zer,	zero,	zero,	True
ning,	nine,	nine,	True
sive,	five,	seven,	False
ftev,	five,	seven,	False
seivi,	seven,	seven,	True
eig,	eight,	eight,	True
in,	eight,	nine,	False
f,	four,	five,	False
eigf,	eight,	eight,	True
rog,	three,	zero,	False
zer,	zero,	zero,	True
six,	six,	six,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
sig,	six,	seven,	False
on,	one,	one,	True
zero,	zero,	zero,	True
fi,	five,	five,	True
,	one,	seven,	False
i,	nine,	nine,	True
eig,	eight,	eight,	True
fou,	four,	four,	True
on,	one,	one,	True
t,	two,	three,	False
two,	two,	two,	True
thrg,	three,	three,	True
tw,	two,	two,	True
er,	four,	zero,	False
,	eight,	two,	False
,	seven,	two,	False
nin,	nine,	nine,	True
si,	six,	six,	True
nin,	nine,	nine,	True
wo,	two,	two,	True
ther,	three,	three,	True
ig,	eight,	eight,	True
ix,	nine,	six,	False
tw,	two,	two,	True
,	two,	two,	True
six,	six,	six,	True
on,	one,	one,	True
ero,	zero,	zero,	True
tw,	two,	two,	True
fiv,	five,	five,	True
two,	two,	zero,	False
zero,	zero,	zero,	True
for,	four,	four,	True
sixg,	six,	six,	True
tw,	two,	two,	True
oe,	two,	one,	False
one,	one,	one,	True
two,	two,	two,	True
hre,	three,	three,	True
f,	four,	four,	True
eight,	eight,	eight,	True
iero,	zero,	zero,	True
,	three,	three,	True
ig,	eight,	eight,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
w,	two,	two,	True
fo,	four,	four,	True
ning,	nine,	nine,	True
twr,	two,	three,	False
twoi,	two,	two,	True
fivf,	five,	five,	True
zeo,	zero,	zero,	True
zero,	zero,	zero,	True
te,	two,	three,	False
sevg,	seven,	seven,	True
in,	five,	nine,	False
in,	five,	nine,	False
vtwn,	seven,	seven,	True
tev,	five,	seven,	False
zeo,	zero,	zero,	True
,	seven,	one,	False
nine,	nine,	nine,	True
twi,	two,	three,	False
egt,	eight,	eight,	True
nine,	nine,	nine,	True
thixe,	six,	three,	False
eig,	eight,	eight,	True
six,	six,	six,	True
,	two,	six,	False
fi,	five,	five,	True
three,	three,	three,	True
er,	three,	zero,	False
sentn,	seven,	seven,	True
tw,	two,	three,	False
six,	six,	six,	True
sevio,	seven,	seven,	True
gtw,	two,	eight,	False
o,	four,	zero,	False
,	two,	zero,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
si,	six,	two,	False
two,	two,	two,	True
fivur,	five,	four,	False
on,	one,	one,	True
two,	two,	two,	True
ix,	six,	six,	True
one,	one,	one,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
iv,	four,	five,	False
te,	three,	three,	True
one,	one,	one,	True
eigt,	eight,	eight,	True
if,	five,	six,	False
sev,	seven,	seven,	True
six,	six,	six,	True
one,	one,	one,	True
threg,	three,	three,	True
fsix,	six,	six,	True
,	two,	three,	False
e,	three,	seven,	False
one,	one,	one,	True
siv,	five,	six,	False
tw,	two,	two,	True
fonr,	four,	four,	True
hr,	four,	three,	False
o,	zero,	one,	False
nin,	nine,	nine,	True
eg,	one,	eight,	False
tw,	two,	two,	True
tw,	two,	three,	False
o,	four,	four,	True
eig,	eight,	eight,	True
fo,	four,	four,	True
o,	nine,	one,	False
n,	nine,	four,	False
eig,	eight,	eight,	True
fourg,	four,	four,	True
eigt,	eight,	eight,	True
fo,	four,	four,	True
twr,	two,	six,	False
t,	two,	zero,	False
zw,	two,	three,	False
fonf,	four,	seven,	False
f,	five,	four,	False
fiv,	five,	five,	True
on,	one,	one,	True
t,	two,	five,	False
on,	one,	one,	True
n,	nine,	seven,	False
one,	one,	one,	True
twhre,	three,	three,	True
eig,	eight,	eight,	True
one,	one,	one,	True
seroe,	zero,	seven,	False
fone,	one,	five,	False
fou,	four,	four,	True
sex,	six,	six,	True
ive,	five,	five,	True
f,	four,	seven,	False
fu,	four,	four,	True
itwe,	two,	three,	False
five,	five,	five,	True
six,	six,	six,	True
fw,	four,	four,	True
hre,	three,	three,	True
sixe,	six,	six,	True
eigt,	eight,	eight,	True
oe,	zero,	one,	False
nin,	nine,	nine,	True
ti,	three,	three,	True
oe,	nine,	one,	False
fevn,	seven,	seven,	True
six,	six,	six,	True
sw,	two,	six,	False
ze,	three,	zero,	False
fen,	five,	seven,	False
six,	six,	six,	True
zero,	zero,	zero,	True
zero,	zero,	zero,	True
six,	six,	six,	True
on,	one,	one,	True
v,	five,	five,	True
nfiv,	five,	five,	True
sv,	seven,	seven,	True
three,	three,	three,	True
sixs,	six,	six,	True
seve,	seven,	seven,	True
,	nine,	two,	False
