Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
whe,	three,	thre,	False
sen,	three,	seven,	False
t,	two,	four,	False
one,	one,	one,	True
eig,	eight,	eight,	True
one,	one,	one,	True
,	two,	eight,	False
,	one,	nine,	False
twn,	two,	two,	True
fve,	five,	five,	True
eig,	eight,	eight,	True
in,	five,	two,	False
tw,	two,	two,	True
tw,	two,	two,	True
ivne,	five,	five,	True
si,	six,	six,	True
six,	six,	six,	True
nine,	nine,	nine,	True
hre,	three,	thre,	False
one,	one,	one,	True
sv,	seven,	seven,	True
five,	five,	five,	True
two,	Two,	two,	False
thre,	three,	thre,	False
fv,	five,	five,	True
wi,	five,	two,	False
u,	four,	four,	True
seve,	seven,	seven,	True
thr,	three,	thre,	False
w,	two,	two,	True
fivr,	five,	four,	False
igh,	nine,	eight,	False
fve,	five,	five,	True
two,	two,	two,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
thre,	three,	thre,	False
,	seven,	zero,	False
thre,	three,	thre,	False
tw,	two,	thre,	False
tohre,	three,	thre,	False
itre,	three,	thre,	False
si,	six,	seven,	False
four,	Four,	four,	False
erhi,	two,	eight,	False
ie,	nine,	five,	False
fig,	five,	eight,	False
sevnen,	seven,	seven,	True
x,	six,	six,	True
er,	three,	zero,	False
finv,	five,	five,	True
in,	five,	two,	False
o,	zero,	one,	False
ne,	nine,	one,	False
thre,	three,	thre,	False
heix,	six,	six,	True
w,	two,	two,	True
o,	four,	one,	False
four,	four,	four,	True
thre,	three,	thre,	False
thre,	three,	thre,	False
wsfev,	five,	seven,	False
n,	nine,	thre,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
fin,	five,	six,	False
sen,	three,	seven,	False
fiv,	five,	five,	True
o,	four,	zero,	False
thre,	three,	thre,	False
eig,	eight,	eight,	True
n,	nine,	one,	False
n,	nine,	two,	False
fu,	four,	four,	True
to,	two,	two,	True
o,	zero,	one,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
i,	One,	one,	False
i,	one,	six,	False
t,	two,	thre,	False
f,	four,	four,	True
eigh,	eight,	eight,	True
tw,	two,	two,	True
siveiv,	five,	seven,	False
fone,	one,	one,	True
on,	one,	one,	True
hren,	three,	thre,	False
fiv,	five,	five,	True
four,	four,	four,	True
egh,	eight,	eight,	True
four,	four,	four,	True
furn,	four,	four,	True
five,	five,	five,	True
on,	one,	one,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
tohrn,	three,	thre,	False
fi,	five,	six,	False
feour,	four,	four,	True
thren,	three,	thre,	False
nin,	nine,	nine,	True
six,	six,	six,	True
nen,	nine,	seven,	False
er,	three,	zero,	False
twhr,	two,	thre,	False
thre,	three,	thre,	False
thet,	three,	thre,	False
e,	three,	zero,	False
sis,	six,	six,	True
fivn,	five,	five,	True
tix,	six,	six,	True
n,	nine,	one,	False
four,	four,	four,	True
tei,	three,	six,	False
sin,	seven,	six,	False
nin,	nine,	nine,	True
sv,	seven,	seven,	True
two,	two,	two,	True
four,	four,	four,	True
oun,	one,	one,	True
two,	two,	two,	True
o,	four,	one,	False
to,	two,	one,	False
fiv,	five,	five,	True
two,	two,	two,	True
nin,	nine,	nine,	True
f,	five,	four,	False
four,	four,	four,	True
seivn,	seven,	seven,	True
fi,	five,	five,	True
sfi,	five,	six,	False
t,	two,	four,	False
o,	zero,	zero,	True
thre,	three,	thre,	False
oin,	nine,	two,	False
eign,	eight,	eight,	True
ero,	zero,	zero,	True
five,	five,	five,	True
nin,	nine,	nine,	True
o,	four,	one,	False
er,	three,	zero,	False
twhre,	three,	thre,	False
two,	two,	two,	True
tohren,	three,	thre,	False
twv,	two,	thre,	False
nin,	nine,	nine,	True
etwon,	two,	two,	True
nie,	nine,	one,	False
fv,	five,	five,	True
fiv,	five,	five,	True
on,	one,	one,	True
fiv,	five,	five,	True
furn,	four,	four,	True
f,	four,	four,	True
eixiv,	six,	six,	True
sevt,	seven,	seven,	True
on,	one,	one,	True
i,	one,	seven,	False
zin,	nine,	nine,	True
twf,	two,	six,	False
fou,	four,	four,	True
two,	two,	two,	True
ne,	nine,	five,	False
six,	six,	six,	True
eigh,	eight,	eight,	True
sixt,	six,	six,	True
ftnin,	nine,	seven,	False
o,	four,	one,	False
r,	four,	zero,	False
one,	one,	one,	True
eight,	eight,	eight,	True
fivn,	five,	nine,	False
siv,	five,	six,	False
ftvhrn,	five,	thre,	False
ro,	two,	zero,	False
fi,	five,	five,	True
one,	one,	one,	True
hfiv,	five,	five,	True
tw,	two,	two,	True
one,	one,	one,	True
two,	two,	two,	True
n,	nine,	nine,	True
eig,	eight,	eight,	True
five,	five,	five,	True
eign,	eight,	eight,	True
stwo,	two,	zero,	False
ouen,	one,	one,	True
two,	two,	two,	True
sivt,	five,	six,	False
th,	two,	thre,	False
o,	zero,	one,	False
fsvn,	seven,	seven,	True
nin,	nine,	nine,	True
ro,	three,	zero,	False
one,	one,	one,	True
f,	four,	four,	True
tw,	two,	two,	True
thre,	three,	thre,	False
thre,	three,	thre,	False
nine,	nine,	nine,	True
h,	four,	one,	False
tin,	ten,	nine,	False
on,	one,	one,	True
thr,	three,	thre,	False
oin,	nine,	one,	False
tw,	two,	two,	True
thr,	three,	thre,	False
fou,	four,	four,	True
tor,	four,	thre,	False
,	nine,	one,	False
on,	one,	one,	True
thr,	three,	thre,	False
thre,	three,	thre,	False
eight,	eight,	eight,	True
igh,	five,	eight,	False
fr,	four,	four,	True
si,	six,	zero,	False
n,	nine,	one,	False
sinxen,	six,	six,	True
seion,	seven,	seven,	True
thre,	three,	thre,	False
four,	four,	four,	True
erx,	six,	zero,	False
seven,	seven,	seven,	True
tw,	two,	two,	True
on,	one,	one,	True
f,	five,	four,	False
fiv,	five,	five,	True
sivfi,	five,	six,	False
on,	one,	one,	True
one,	one,	one,	True
ine,	nine,	one,	False
eni,	nine,	nine,	True
fou,	four,	four,	True
,	three,	zero,	False
,	nine,	one,	False
n,	nine,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
twr,	two,	thre,	False
ni,	nine,	nine,	True
sti,	six,	six,	True
ero,	zero,	zero,	True
t,	two,	two,	True
furn,	four,	four,	True
eig,	eight,	eight,	True
,	three,	thre,	False
nro,	three,	zero,	False
two,	two,	two,	True
si,	six,	six,	True
o,	four,	zero,	False
iein,	nine,	one,	False
fo,	four,	four,	True
six,	six,	six,	True
fur,	four,	four,	True
nine,	nine,	nine,	True
nini,	nine,	nine,	True
tw,	two,	two,	True
two,	two,	two,	True
ero,	Zero,	zero,	False
oine,	nine,	one,	False
thre,	three,	thre,	False
i,	One,	six,	False
r,	four,	zero,	False
thre,	three,	thre,	False
svx,	six,	six,	True
n,	nine,	four,	False
nin,	nine,	nine,	True
er,	four,	zero,	False
ero,	zero,	zero,	True
sw,	Two,	two,	False
i,	nine,	eight,	False
ero,	zero,	zero,	True
fo,	four,	two,	False
six,	six,	six,	True
ni,	nine,	thre,	False
nin,	nine,	nine,	True
thr,	three,	thre,	False
si,	six,	six,	True
si,	six,	seven,	False
nin,	nine,	nine,	True
oe,	nine,	one,	False
ni,	nine,	nine,	True
,	four,	thre,	False
twi,	two,	two,	True
four,	four,	four,	True
f,	four,	four,	True
f,	five,	four,	False
sx,	six,	six,	True
si,	six,	seven,	False
,	seven,	one,	False
thre,	three,	thre,	False
nin,	nine,	nine,	True
,	seven,	four,	False
,	seven,	four,	False
seiv,	seven,	six,	False
tw,	two,	thre,	False
seve,	seven,	seven,	True
si,	six,	six,	True
six,	six,	six,	True
oe,	two,	zero,	False
er,	Three,	zero,	False
tw,	two,	two,	True
six,	six,	six,	True
nin,	nine,	nine,	True
,	seven,	one,	False
si,	six,	six,	True
nin,	nine,	nine,	True
one,	one,	one,	True
nre,	three,	thre,	False
fu,	four,	four,	True
iv,	four,	five,	False
nini,	nine,	nine,	True
sx,	six,	six,	True
,	six,	four,	False
th,	three,	eight,	False
sn,	seven,	seven,	True
,	seven,	two,	False
o,	zero,	zero,	True
six,	six,	six,	True
on,	one,	one,	True
iu,	two,	four,	False
onin,	nine,	one,	False
eo,	zero,	zero,	True
svn,	seven,	seven,	True
niv,	five,	nine,	False
eig,	eight,	eight,	True
fiv,	five,	seven,	False
eiv,	five,	five,	True
nin,	nine,	nine,	True
n,	nine,	six,	False
ro,	four,	zero,	False
t,	two,	two,	True
nin,	nine,	five,	False
on,	one,	one,	True
on,	one,	one,	True
fiv,	five,	five,	True
,	one,	eight,	False
fie,	five,	five,	True
,	three,	thre,	False
,	seven,	five,	False
feiv,	five,	five,	True
tw,	two,	two,	True
fur,	four,	four,	True
ni,	nine,	nine,	True
in,	five,	one,	False
fiv,	five,	five,	True
eighi,	eight,	eight,	True
one,	one,	one,	True
ih,	nine,	zero,	False
onr,	one,	one,	True
on,	one,	one,	True
,	three,	five,	False
siven,	seven,	seven,	True
foure,	four,	four,	True
ni,	nine,	eight,	False
f,	five,	eight,	False
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
,	five,	four,	False
eig,	eight,	eight,	True
f,	four,	four,	True
f,	five,	four,	False
,	zero,	nine,	False
eigh,	eight,	eight,	True
fiv,	five,	five,	True
fiv,	five,	four,	False
etroe,	zero,	zero,	True
o,	four,	zero,	False
six,	six,	six,	True
eighe,	eight,	eight,	True
tw,	two,	two,	True
six,	six,	six,	True
n,	nine,	zero,	False
sev,	seven,	seven,	True
tw,	two,	two,	True
,	three,	thre,	False
n,	nine,	two,	False
one,	one,	one,	True
six,	six,	six,	True
nine,	nine,	nine,	True
,	five,	zero,	False
f,	five,	four,	False
sie,	six,	two,	False
sevne,	seven,	seven,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
,	four,	five,	False
ig,	nine,	eight,	False
five,	five,	five,	True
e,	One,	one,	False
re,	three,	thre,	False
nine,	nine,	nine,	True
w,	two,	two,	True
eigh,	eight,	eight,	True
thre,	three,	thre,	False
n,	nine,	four,	False
twe,	two,	thre,	False
fou,	four,	four,	True
seve,	seven,	seven,	True
,	four,	four,	True
fo,	four,	four,	True
eighe,	eight,	eight,	True
eit,	eight,	eight,	True
one,	one,	one,	True
igh,	nine,	eight,	False
siv,	five,	five,	True
on,	One,	one,	False
n,	nine,	one,	False
sev,	seven,	seven,	True
er,	three,	zero,	False
to,	two,	two,	True
foe,	four,	four,	True
tw,	two,	two,	True
eien,	nine,	eight,	False
five,	five,	five,	True
eighen,	eight,	eight,	True
thre,	three,	thre,	False
four,	four,	four,	True
twe,	two,	two,	True
six,	six,	six,	True
nin,	nine,	nine,	True
sevt,	seven,	seven,	True
twe,	two,	two,	True
igh,	five,	eight,	False
,	six,	seven,	False
tw,	two,	two,	True
four,	four,	four,	True
n,	nine,	one,	False
fiv,	five,	five,	True
sv,	seven,	seven,	True
fiv,	five,	five,	True
etwo,	two,	two,	True
six,	six,	six,	True
re,	three,	zero,	False
thre,	three,	thre,	False
th,	two,	thre,	False
r,	four,	zero,	False
eiwx,	six,	eight,	False
nin,	nine,	nine,	True
sv,	seven,	seven,	True
stix,	six,	six,	True
one,	one,	one,	True
two,	two,	two,	True
nin,	nine,	nine,	True
fur,	four,	four,	True
thr,	three,	thre,	False
four,	four,	four,	True
e,	three,	zero,	False
eve,	five,	seven,	False
seve,	seven,	seven,	True
w,	two,	two,	True
fourt,	four,	four,	True
twen,	tywo,	two,	False
sevn,	seven,	seven,	True
fourn,	four,	four,	True
e,	three,	one,	False
furn,	four,	four,	True
tw,	Two,	two,	False
ig,	nine,	eight,	False
tn,	ten,	seven,	False
two,	two,	two,	True
tw,	two,	two,	True
ig,	eight,	eight,	True
nin,	nine,	nine,	True
hre,	three,	thre,	False
eight,	eight,	eight,	True
eigh,	eight,	eight,	True
six,	six,	six,	True
fiv,	five,	five,	True
w,	two,	two,	True
,	two,	four,	False
nin,	nine,	nine,	True
eg,	nine,	eight,	False
eih,	five,	eight,	False
thi,	three,	thre,	False
six,	six,	six,	True
six,	six,	six,	True
five,	five,	five,	True
it,	eight,	eight,	True
six,	six,	six,	True
twe,	two,	two,	True
on,	One,	one,	False
sev,	seven,	seven,	True
seve,	seven,	seven,	True
two,	two,	two,	True
sev,	seven,	seven,	True
siv,	five,	five,	True
nin,	nine,	nine,	True
,	four,	zero,	False
x,	six,	zero,	False
gh,	eight,	eight,	True
,	seven,	eight,	False
,	seven,	two,	False
sevn,	seven,	seven,	True
sevx,	seven,	six,	False
five,	five,	five,	True
six,	six,	six,	True
siv,	five,	five,	True
two,	two,	two,	True
thr,	three,	thre,	False
twn,	two,	two,	True
,	five,	zero,	False
sixe,	six,	six,	True
fou,	four,	four,	True
ern,	three,	zero,	False
eigh,	eight,	eight,	True
ro,	four,	zero,	False
igh,	five,	eight,	False
ur,	four,	one,	False
sev,	seven,	six,	False
seven,	seven,	seven,	True
eigh,	eight,	eight,	True
siv,	five,	seven,	False
on,	one,	one,	True
o,	four,	one,	False
ev,	five,	five,	True
thr,	three,	thre,	False
sev,	seven,	seven,	True
ft,	five,	five,	True
sevnx,	seven,	seven,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
tre,	three,	thre,	False
sen,	seven,	seven,	True
fiv,	five,	five,	True
ev,	five,	five,	True
ev,	five,	five,	True
nin,	nine,	nine,	True
sv,	seven,	seven,	True
ove,	five,	one,	False
on,	one,	one,	True
ow,	zero,	two,	False
to,	two,	two,	True
si,	six,	six,	True
o,	zero,	four,	False
on,	One,	one,	False
six,	six,	six,	True
th,	three,	thre,	False
siv,	five,	seven,	False
o,	four,	one,	False
hr,	four,	zero,	False
t,	two,	four,	False
four,	four,	four,	True
stw,	two,	two,	True
g,	nine,	eight,	False
twh,	two,	thre,	False
to,	two,	two,	True
sev,	seven,	seven,	True
fiv,	five,	five,	True
fu,	four,	four,	True
s,	Five,	seven,	False
u,	four,	one,	False
nin,	nine,	nine,	True
six,	six,	six,	True
to,	two,	two,	True
six,	six,	six,	True
sirx,	Six,	six,	False
n,	nine,	nine,	True
nine,	nine,	nine,	True
sx,	six,	six,	True
six,	six,	six,	True
nin,	nine,	nine,	True
tohr,	four,	thre,	False
h,	four,	thre,	False
,	Three,	six,	False
eit,	eight,	eight,	True
tw,	Two,	two,	False
ero,	zero,	zero,	True
hr,	four,	zero,	False
tr,	three,	thre,	False
five,	five,	five,	True
six,	six,	six,	True
tu,	two,	two,	True
eig,	eight,	eight,	True
four,	four,	four,	True
on,	One,	one,	False
six,	six,	six,	True
sevt,	seven,	seven,	True
gh,	eight,	eight,	True
evg,	five,	eight,	False
fou,	four,	four,	True
s,	five,	seven,	False
eigh,	eight,	eight,	True
tw,	two,	two,	True
stoh,	four,	thre,	False
sve,	five,	seven,	False
five,	five,	five,	True
sx,	six,	six,	True
onet,	one,	one,	True
ixn,	nine,	six,	False
two,	two,	two,	True
e,	three,	zero,	False
sevn,	seven,	seven,	True
fur,	four,	four,	True
fu,	four,	four,	True
seisein,	six,	seven,	False
se,	seven,	seven,	True
o,	zero,	one,	False
two,	two,	two,	True
fiv,	five,	five,	True
ive,	five,	five,	True
six,	six,	thre,	False
sx,	six,	six,	True
sivne,	five,	seven,	False
sev,	seven,	six,	False
ftw,	four,	thre,	False
one,	one,	one,	True
te,	three,	thre,	False
one,	one,	one,	True
four,	four,	four,	True
o,	four,	zero,	False
four,	four,	four,	True
tig,	two,	two,	True
sivx,	six,	six,	True
sev,	seven,	seven,	True
sevne,	seven,	seven,	True
fifour,	four,	four,	True
nin,	nine,	nine,	True
tr,	three,	thre,	False
four,	four,	four,	True
fur,	four,	four,	True
fou,	four,	four,	True
ou,	two,	zero,	False
sev,	seven,	six,	False
four,	four,	four,	True
seivsie,	five,	seven,	False
sis,	six,	six,	True
sev,	seven,	seven,	True
to,	two,	two,	True
,	one,	zero,	False
o,	nine,	one,	False
fu,	four,	four,	True
t,	two,	thre,	False
hr,	four,	thre,	False
five,	five,	five,	True
on,	one,	one,	True
t,	two,	two,	True
five,	Five,	five,	False
four,	four,	four,	True
r,	four,	zero,	False
r,	four,	zero,	False
sev,	seven,	seven,	True
iru,	Two,	zero,	False
furn,	four,	four,	True
nin,	nine,	nine,	True
nie,	nine,	nine,	True
hie,	five,	thre,	False
e,	three,	seven,	False
oe,	one,	one,	True
ren,	three,	thre,	False
in,	five,	one,	False
oun,	one,	one,	True
si,	six,	six,	True
fev,	five,	seven,	False
n,	nine,	seven,	False
one,	one,	one,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
t,	two,	two,	True
o,	four,	one,	False
eig,	eight,	eight,	True
thre,	three,	thre,	False
h,	four,	thre,	False
sevi,	seven,	seven,	True
f,	four,	four,	True
on,	one,	one,	True
fn,	nine,	one,	False
twhre,	three,	thre,	False
fiv,	five,	five,	True
si,	six,	zero,	False
n,	nine,	nine,	True
five,	five,	five,	True
fivin,	five,	seven,	False
tw,	two,	two,	True
thre,	three,	thre,	False
eight,	eight,	eight,	True
,	seven,	one,	False
tw,	two,	two,	True
n,	nine,	nine,	True
on,	one,	one,	True
sroe,	three,	zero,	False
tw,	two,	two,	True
ine,	nine,	nine,	True
thre,	three,	thre,	False
e,	three,	two,	False
erio,	zero,	zero,	True
twoe,	two,	two,	True
in,	five,	nine,	False
ei,	nine,	eight,	False
o,	zero,	zero,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
sixe,	six,	six,	True
,	five,	thre,	False
iv,	four,	five,	False
ine,	nine,	nine,	True
ie,	nine,	six,	False
ne,	Nine,	one,	False
e,	three,	one,	False
tge,	three,	thre,	False
fivr,	five,	four,	False
fie,	five,	five,	True
two,	two,	two,	True
fur,	four,	four,	True
thre,	three,	thre,	False
eight,	eight,	eight,	True
thrn,	three,	thre,	False
six,	six,	six,	True
sihr,	Three,	thre,	False
eroe,	zero,	zero,	True
four,	four,	four,	True
sive,	five,	seven,	False
erive,	five,	five,	True
six,	six,	six,	True
tie,	two,	six,	False
nine,	nine,	nine,	True
nine,	nine,	nine,	True
twe,	two,	two,	True
iwo,	two,	two,	True
ie,	three,	nine,	False
siv,	five,	six,	False
ero,	zero,	zero,	True
e,	three,	nine,	False
ftvfe,	five,	seven,	False
r,	four,	zero,	False
in,	seven,	nine,	False
seve,	seven,	seven,	True
tsev,	seven,	seven,	True
seivi,	seven,	seven,	True
eige,	eight,	eight,	True
ine,	Nine,	nine,	False
f,	five,	five,	True
eigf,	eight,	eight,	True
rog,	nine,	zero,	False
er,	Four,	zero,	False
si,	six,	six,	True
ei,	five,	eight,	False
fiv,	five,	five,	True
sige,	six,	seven,	False
fon,	one,	one,	True
eroe,	zero,	zero,	True
five,	five,	five,	True
,	four,	seven,	False
i,	one,	nine,	False
eig,	eight,	eight,	True
fe,	five,	four,	False
ne,	nine,	one,	False
tre,	three,	thre,	False
in,	five,	one,	False
seixen,	six,	six,	True
ere,	three,	zero,	False
ig,	six,	two,	False
,	seven,	two,	False
nine,	nine,	nine,	True
sie,	six,	six,	True
nine,	nine,	nine,	True
two,	two,	two,	True
thre,	three,	thre,	False
ige,	nine,	eight,	False
sixoe,	Six,	six,	False
tw,	two,	two,	True
,	nine,	two,	False
sie,	six,	six,	True
on,	one,	one,	True
roe,	zero,	zero,	True
twe,	two,	two,	True
five,	five,	five,	True
two,	two,	zero,	False
oe,	zero,	zero,	True
fure,	four,	four,	True
sixen,	six,	six,	True
twoe,	two,	two,	True
foe,	four,	one,	False
ne,	nine,	one,	False
tewe,	two,	two,	True
hre,	three,	thre,	False
fe,	five,	four,	False
eight,	eight,	eight,	True
ioe,	nine,	zero,	False
e,	three,	thre,	False
twoe,	two,	two,	True
ni,	nine,	nine,	True
one,	one,	one,	True
sixe,	six,	six,	True
twoe,	two,	two,	True
n,	nine,	one,	False
foe,	four,	four,	True
twe,	two,	two,	True
five,	five,	five,	True
thre,	three,	thre,	False
tw,	two,	two,	True
e,	Three,	zero,	False
fve,	five,	five,	True
fne,	nine,	four,	False
fev,	five,	five,	True
nin,	nine,	nine,	True
fevene,	seven,	seven,	True
fohre,	four,	thre,	False
fevne,	five,	seven,	False
five,	five,	five,	True
nine,	nine,	nine,	True
eiht,	eight,	eight,	True
e,	three,	nine,	False
r,	four,	zero,	False
fiv,	five,	five,	True
twe,	two,	zero,	False
nin,	nine,	nine,	True
fourn,	four,	four,	True
sixe,	six,	six,	True
even,	seven,	seven,	True
if,	five,	one,	False
two,	two,	two,	True
fevi,	five,	seven,	False
th,	two,	eight,	False
,	seven,	zero,	False
,	nine,	zero,	False
two,	two,	two,	True
ne,	nine,	nine,	True
ie,	three,	two,	False
twoe,	two,	two,	True
fvur,	four,	four,	True
on,	one,	one,	True
two,	two,	two,	True
ix,	six,	six,	True
one,	one,	one,	True
nin,	nine,	nine,	True
seve,	seven,	seven,	True
fiv,	five,	five,	True
the,	two,	thre,	False
ne,	nine,	one,	False
eight,	eight,	eight,	True
tif,	five,	six,	False
ev,	five,	seven,	False
seie,	five,	six,	False
fne,	nine,	one,	False
thren,	Three,	thre,	False
sixe,	six,	six,	True
e,	three,	thre,	False
ev,	seven,	seven,	True
one,	one,	one,	True
fev,	five,	six,	False
t,	two,	two,	True
four,	four,	four,	True
he,	three,	thre,	False
thr,	three,	thre,	False
n,	nine,	nine,	True
egn,	nine,	eight,	False
tw,	two,	two,	True
t,	two,	thre,	False
foe,	four,	four,	True
eig,	eight,	eight,	True
f,	five,	four,	False
,	eight,	one,	False
un,	one,	four,	False
eig,	eight,	eight,	True
fourn,	four,	four,	True
eigh,	eight,	eight,	True
vfo,	five,	four,	False
tx,	six,	six,	True
t,	two,	zero,	False
wh,	four,	thre,	False
fnf,	five,	seven,	False
f,	four,	four,	True
fiv,	five,	five,	True
on,	one,	one,	True
ft,	five,	five,	True
on,	one,	one,	True
n,	nine,	seven,	False
one,	one,	one,	True
thre,	three,	thre,	False
eig,	eight,	eight,	True
one,	one,	one,	True
sere,	three,	seven,	False
fve,	five,	five,	True
fu,	four,	four,	True
sixe,	six,	six,	True
five,	five,	five,	True
fev,	five,	seven,	False
fu,	four,	four,	True
itwhe,	two,	thre,	False
fiv,	five,	five,	True
six,	Six,	six,	False
f,	five,	four,	False
hre,	three,	thre,	False
tixe,	six,	six,	True
eigt,	eight,	eight,	True
,	six,	one,	False
nin,	nine,	nine,	True
ti,	three,	thre,	False
oe,	two,	one,	False
fevn,	five,	seven,	False
six,	six,	six,	True
sihx,	six,	six,	True
er,	four,	zero,	False
fnve,	five,	seven,	False
six,	six,	six,	True
ero,	zero,	zero,	True
o,	four,	zero,	False
six,	six,	six,	True
n,	nine,	one,	False
v,	five,	five,	True
nfiv,	five,	five,	True
sev,	seven,	seven,	True
thre,	three,	thre,	False
six,	six,	six,	True
tev,	seven,	seven,	True
,	seven,	two,	False
siv,	five,	seven,	False
fi,	five,	five,	True
t,	two,	thre,	False
stw,	two,	zero,	False
fiv,	five,	five,	True
i,	nine,	two,	False
onr,	one,	one,	True
twh,	two,	thre,	False
eig,	eight,	eight,	True
twrin,	two,	seven,	False
six,	six,	six,	True
twn,	two,	two,	True
twh,	two,	two,	True
ero,	zero,	zero,	True
fone,	nine,	one,	False
tr,	three,	six,	False
two,	two,	two,	True
sev,	seven,	seven,	True
tw,	two,	two,	True
tw,	two,	seven,	False
er,	four,	zero,	False
sih,	six,	six,	True
si,	six,	six,	True
n,	nine,	one,	False
fiv,	five,	five,	True
fou,	four,	four,	True
fo,	four,	four,	True
si,	six,	seven,	False
ero,	zero,	zero,	True
sixex,	six,	seven,	False
ro,	two,	zero,	False
fiv,	five,	five,	True
wo,	two,	eight,	False
