Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
ei,	nine,	eight,	False
six,	six,	six,	True
one,	one,	one,	True
,	seven,	six,	False
fiv,	five,	five,	True
ewo,	two,	zero,	False
n,	nine,	seven,	False
n,	nine,	four,	False
eig,	eight,	eight,	True
twig,	two,	thre,	False
nin,	nine,	nine,	True
w,	two,	four,	False
tw,	two,	two,	True
thr,	three,	thre,	False
seven,	seven,	seven,	True
,	seven,	four,	False
one,	one,	one,	True
eih,	five,	eight,	False
one,	one,	one,	True
,	seven,	eight,	False
,	seven,	nine,	False
twon,	two,	two,	True
five,	five,	five,	True
eig,	eight,	eight,	True
in,	five,	two,	False
tw,	two,	two,	True
ti,	three,	two,	False
oivne,	nine,	five,	False
six,	six,	six,	True
six,	six,	six,	True
nine,	nine,	nine,	True
he,	three,	thre,	False
one,	one,	one,	True
sev,	seven,	seven,	True
five,	five,	five,	True
two,	two,	two,	True
thre,	three,	thre,	False
fv,	five,	five,	True
tw,	two,	two,	True
nu,	nine,	four,	False
sevn,	seven,	seven,	True
thr,	three,	thre,	False
nw,	nine,	two,	False
fivur,	five,	four,	False
eih,	three,	eight,	False
five,	Five,	five,	False
tw,	two,	two,	True
ztw,	two,	two,	True
eight,	eight,	eight,	True
the,	three,	thre,	False
e,	three,	zero,	False
the,	three,	thre,	False
tw,	two,	thre,	False
tohren,	three,	thre,	False
ite,	eight,	thre,	False
si,	six,	seven,	False
fur,	four,	four,	True
ehi,	three,	eight,	False
ive,	five,	five,	True
two,	two,	thre,	False
ighnt,	eight,	eight,	True
x,	six,	six,	True
zero,	zero,	zero,	True
finv,	five,	five,	True
in,	one,	two,	False
fo,	four,	one,	False
nei,	nine,	one,	False
thre,	three,	thre,	False
ix,	six,	six,	True
tw,	two,	two,	True
o,	zero,	one,	False
four,	four,	four,	True
tuhr,	two,	thre,	False
thr,	three,	thre,	False
wev,	seven,	seven,	True
n,	nine,	thre,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
si,	six,	six,	True
sex,	six,	seven,	False
fiv,	five,	five,	True
o,	zero,	zero,	True
th,	three,	thre,	False
eig,	eight,	eight,	True
n,	nine,	one,	False
tn,	ten,	two,	False
fu,	four,	four,	True
two,	two,	two,	True
oe,	zero,	one,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
i,	nine,	eight,	False
tw,	two,	thre,	False
f,	five,	four,	False
eigh,	eight,	eight,	True
tw,	two,	two,	True
siveiv,	five,	seven,	False
fone,	nine,	one,	False
oun,	one,	one,	True
en,	one,	thre,	False
fiv,	five,	five,	True
fur,	four,	four,	True
eigh,	eight,	eight,	True
four,	four,	four,	True
fun,	One,	four,	False
nive,	five,	five,	True
on,	One,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
orn,	four,	thre,	False
n,	nine,	six,	False
four,	four,	four,	True
thrn,	three,	thre,	False
in,	five,	nine,	False
sir,	Three,	six,	False
n,	nine,	seven,	False
zero,	zero,	zero,	True
twr,	two,	thre,	False
thre,	three,	thre,	False
thet,	three,	thre,	False
ne,	nine,	zero,	False
two,	two,	two,	True
,	seven,	one,	False
t,	two,	thre,	False
tw,	two,	two,	True
thre,	three,	thre,	False
fv,	five,	four,	False
four,	four,	four,	True
on,	one,	one,	True
tw,	two,	two,	True
nine,	nine,	nine,	True
seix,	six,	six,	True
fur,	four,	four,	True
t,	two,	thre,	False
fiv,	five,	five,	True
nin,	nine,	nine,	True
t,	two,	thre,	False
fivf,	five,	five,	True
s,	five,	six,	False
n,	nine,	one,	False
o,	Four,	zero,	False
f,	four,	four,	True
five,	five,	five,	True
five,	five,	five,	True
tw,	two,	two,	True
fur,	four,	four,	True
one,	one,	one,	True
nin,	nine,	nine,	True
en,	one,	one,	True
zer,	zero,	zero,	True
eigh,	eight,	eight,	True
f,	four,	four,	True
,	seven,	zero,	False
tw,	two,	two,	True
tohrn,	three,	thre,	False
tw,	two,	thre,	False
nin,	nine,	nine,	True
stwon,	two,	two,	True
ni,	nine,	one,	False
fv,	five,	five,	True
fiv,	five,	five,	True
one,	One,	one,	False
fivf,	five,	five,	True
fn,	one,	four,	False
f,	five,	four,	False
eixiv,	six,	six,	True
sevt,	seven,	seven,	True
on,	one,	one,	True
iv,	four,	seven,	False
in,	five,	nine,	False
tif,	five,	six,	False
four,	four,	four,	True
two,	two,	two,	True
nxe,	nine,	five,	False
six,	six,	six,	True
eight,	eight,	eight,	True
six,	six,	six,	True
ftnein,	nine,	seven,	False
,	five,	one,	False
er,	four,	zero,	False
one,	one,	one,	True
eight,	eight,	eight,	True
nin,	nine,	nine,	True
siv,	five,	six,	False
fivhrn,	five,	thre,	False
oen,	one,	one,	True
sevinx,	seven,	seven,	True
tw,	two,	two,	True
fiv,	five,	five,	True
ti,	two,	six,	False
fv,	five,	five,	True
un,	one,	one,	True
tewo,	two,	zero,	False
eigt,	eight,	eight,	True
e,	three,	zero,	False
ih,	nine,	eight,	False
fu,	four,	four,	True
two,	two,	two,	True
fevin,	five,	seven,	False
n,	nine,	nine,	True
thre,	three,	thre,	False
eig,	eight,	eight,	True
tw,	two,	thre,	False
oin,	nine,	one,	False
txv,	five,	zero,	False
one,	one,	one,	True
tw,	two,	two,	True
ninen,	nine,	one,	False
in,	five,	nine,	False
zero,	zero,	zero,	True
fie,	five,	nine,	False
five,	five,	five,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
tor,	four,	thre,	False
four,	four,	four,	True
on,	one,	one,	True
th,	three,	thre,	False
f,	five,	four,	False
tor,	four,	thre,	False
,	seven,	one,	False
ne,	nine,	one,	False
thr,	three,	thre,	False
tr,	three,	thre,	False
figt,	eight,	eight,	True
igh,	nine,	eight,	False
fr,	four,	four,	True
si,	six,	zero,	False
n,	nine,	one,	False
sixen,	six,	six,	True
seion,	seven,	seven,	True
thr,	three,	thre,	False
four,	four,	four,	True
zerx,	zero,	zero,	True
evn,	seven,	seven,	True
two,	two,	two,	True
one,	one,	one,	True
fur,	four,	four,	True
fiv,	five,	five,	True
sifiv,	five,	six,	False
n,	nine,	one,	False
one,	one,	one,	True
ie,	nine,	one,	False
evni,	seven,	nine,	False
f,	five,	four,	False
,	seven,	zero,	False
,	seven,	one,	False
,	nine,	one,	False
ni,	nine,	nine,	True
nin,	nine,	nine,	True
t,	two,	thre,	False
ninve,	nine,	nine,	True
sti,	six,	six,	True
zero,	zero,	zero,	True
t,	two,	two,	True
furn,	four,	four,	True
eigt,	eight,	eight,	True
,	seven,	thre,	False
ero,	zero,	zero,	True
two,	two,	two,	True
i,	nine,	six,	False
zero,	zero,	zero,	True
sivein,	seven,	one,	False
fiv,	five,	four,	False
six,	six,	six,	True
fr,	four,	four,	True
nine,	nine,	nine,	True
nini,	nine,	nine,	True
tw,	two,	two,	True
tw,	two,	two,	True
zero,	zero,	zero,	True
onine,	nine,	one,	False
thre,	three,	thre,	False
ix,	six,	six,	True
e,	Three,	zero,	False
thre,	three,	thre,	False
sivx,	six,	six,	True
n,	nine,	four,	False
nivn,	nine,	nine,	True
zer,	zero,	zero,	True
zro,	zero,	zero,	True
f,	four,	four,	True
four,	four,	four,	True
o,	zero,	one,	False
sion,	seven,	seven,	True
one,	one,	one,	True
ie,	nine,	five,	False
ex,	six,	six,	True
oe,	zero,	one,	False
eigh,	eight,	eight,	True
five,	five,	five,	True
nie,	nine,	nine,	True
five,	five,	five,	True
zero,	zero,	zero,	True
sif,	five,	six,	False
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
zer,	zero,	zero,	True
sen,	three,	seven,	False
in,	five,	nine,	False
sin,	seven,	seven,	True
t,	two,	thre,	False
tix,	six,	six,	True
wx,	six,	six,	True
eo,	zero,	zero,	True
sev,	seven,	seven,	True
six,	six,	six,	True
fve,	five,	five,	True
zero,	zero,	zero,	True
nin,	nine,	nine,	True
fon,	one,	four,	False
sevn,	seven,	seven,	True
twn,	two,	two,	True
ze,	two,	zero,	False
tw,	two,	two,	True
sex,	six,	six,	True
nine,	nine,	nine,	True
,	Two,	one,	False
si,	six,	six,	True
nin,	nine,	nine,	True
one,	one,	one,	True
n,	nine,	thre,	False
fu,	four,	four,	True
fiv,	five,	five,	True
nini,	nine,	nine,	True
sx,	six,	six,	True
,	three,	four,	False
tgh,	three,	eight,	False
sn,	seven,	seven,	True
,	five,	two,	False
o,	four,	zero,	False
six,	six,	six,	True
one,	one,	one,	True
iu,	two,	four,	False
on,	one,	one,	True
o,	four,	zero,	False
snen,	seven,	seven,	True
niv,	nine,	nine,	True
eig,	eight,	eight,	True
fiv,	five,	seven,	False
fiv,	five,	five,	True
onin,	one,	nine,	False
n,	nine,	six,	False
eo,	two,	zero,	False
t,	two,	two,	True
sex,	six,	six,	True
on,	one,	one,	True
on,	one,	one,	True
fiv,	five,	five,	True
,	six,	eight,	False
five,	five,	five,	True
t,	two,	thre,	False
,	eight,	five,	False
fein,	nine,	five,	False
two,	two,	two,	True
fur,	four,	four,	True
nin,	nine,	nine,	True
ne,	nine,	one,	False
fin,	five,	five,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
o,	two,	zero,	False
ne,	nine,	one,	False
n,	nine,	one,	False
,	nine,	five,	False
sivn,	seven,	seven,	True
fur,	Four,	four,	False
ni,	nine,	eight,	False
o,	four,	eight,	False
eigh,	eight,	eight,	True
ning,	nine,	nine,	True
,	two,	four,	False
ig,	nine,	eight,	False
f,	five,	four,	False
f,	five,	four,	False
,	two,	nine,	False
eigh,	eight,	eight,	True
ig,	eight,	eight,	True
fi,	five,	four,	False
etro,	zero,	zero,	True
zero,	zero,	zero,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
tw,	two,	two,	True
six,	six,	six,	True
so,	seven,	zero,	False
se,	Three,	seven,	False
tw,	two,	two,	True
,	nine,	thre,	False
n,	nine,	two,	False
one,	one,	one,	True
swr,	three,	six,	False
nin,	nine,	nine,	True
r,	Four,	zero,	False
f,	five,	four,	False
two,	two,	two,	True
sivn,	seven,	seven,	True
te,	three,	two,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
,	one,	five,	False
ig,	eight,	eight,	True
fie,	Five,	five,	False
e,	three,	one,	False
thre,	three,	thre,	False
nin,	nine,	nine,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
thre,	three,	thre,	False
two,	two,	two,	True
on,	one,	one,	True
e,	three,	seven,	False
nini,	nine,	nine,	True
sn,	seven,	seven,	True
thr,	three,	thre,	False
to,	two,	thre,	False
t,	two,	zero,	False
six,	six,	six,	True
nin,	nine,	nine,	True
fur,	four,	four,	True
four,	four,	four,	True
sn,	seven,	seven,	True
sin,	seven,	seven,	True
one,	one,	one,	True
tohr,	four,	thre,	False
fi,	five,	one,	False
,	seven,	zero,	False
six,	six,	seven,	False
wo,	two,	zero,	False
fir,	four,	four,	True
one,	one,	one,	True
sevn,	seven,	seven,	True
t,	two,	thre,	False
to,	two,	zero,	False
hren,	three,	thre,	False
four,	four,	four,	True
nin,	Nine,	nine,	False
six,	six,	six,	True
oe,	zero,	one,	False
,	five,	four,	False
siv,	Five,	seven,	False
eo,	zero,	zero,	True
four,	four,	four,	True
io,	two,	zero,	False
e,	three,	seven,	False
sev,	seven,	seven,	True
on,	one,	one,	True
ive,	five,	one,	False
on,	one,	one,	True
tw,	two,	two,	True
f,	four,	four,	True
fine,	nine,	five,	False
tw,	two,	two,	True
ig,	five,	eight,	False
etg,	eight,	eight,	True
,	seven,	one,	False
six,	six,	six,	True
zro,	zero,	zero,	True
f,	four,	six,	False
fiven,	five,	five,	True
ig,	nine,	eight,	False
siv,	Five,	five,	False
six,	six,	six,	True
n,	nine,	nine,	True
six,	six,	six,	True
ight,	eight,	eight,	True
th,	Three,	thre,	False
eig,	eight,	eight,	True
sene,	nine,	seven,	False
nin,	nine,	nine,	True
zr,	zero,	zero,	True
tw,	two,	two,	True
tw,	two,	two,	True
fw,	four,	six,	False
zron,	One,	zero,	False
fe,	five,	four,	False
fr,	four,	four,	True
ewo,	two,	zero,	False
fn,	one,	five,	False
twn,	two,	two,	True
eigh,	eight,	eight,	True
seven,	seven,	seven,	True
six,	six,	six,	True
z,	two,	zero,	False
svr,	seven,	seven,	True
svnevn,	seven,	seven,	True
eg,	eight,	eight,	True
n,	nine,	nine,	True
tw,	two,	two,	True
o,	four,	zero,	False
fon,	four,	one,	False
sev,	seven,	seven,	True
eig,	eight,	eight,	True
sev,	seven,	seven,	True
four,	four,	four,	True
eron,	one,	zero,	False
twon,	two,	two,	True
t,	two,	thre,	False
eigh,	eight,	eight,	True
isi,	three,	six,	False
ur,	four,	four,	True
tw,	two,	two,	True
zero,	zero,	zero,	True
five,	five,	five,	True
nin,	nine,	nine,	True
,	nine,	seven,	False
siv,	Five,	six,	False
sevn,	seven,	seven,	True
one,	one,	one,	True
eight,	eight,	eight,	True
ighn,	nine,	eight,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
eig,	eight,	eight,	True
ight,	eight,	eight,	True
fiv,	five,	eight,	False
four,	four,	four,	True
w,	two,	eight,	False
twro,	two,	zero,	False
eighno,	eight,	eight,	True
,	three,	four,	False
tw,	two,	thre,	False
sen,	three,	seven,	False
sv,	seven,	seven,	True
fethre,	three,	thre,	False
nin,	nine,	nine,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
wo,	two,	zero,	False
four,	four,	four,	True
ero,	zero,	zero,	True
five,	five,	five,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
seve,	seven,	seven,	True
etsw,	two,	seven,	False
six,	six,	six,	True
five,	five,	five,	True
ev,	five,	five,	True
ev,	five,	five,	True
n,	nine,	nine,	True
se,	seven,	seven,	True
one,	one,	one,	True
n,	nine,	one,	False
tow,	two,	two,	True
tw,	two,	two,	True
fi,	five,	six,	False
o,	zero,	four,	False
on,	one,	one,	True
swx,	six,	six,	True
th,	three,	thre,	False
siv,	five,	seven,	False
o,	zero,	one,	False
r,	four,	zero,	False
t,	two,	four,	False
four,	four,	four,	True
tw,	two,	two,	True
g,	five,	eight,	False
twv,	two,	thre,	False
tw,	two,	two,	True
sev,	seven,	seven,	True
five,	five,	five,	True
f,	five,	four,	False
t,	two,	seven,	False
u,	four,	one,	False
ne,	nine,	nine,	True
six,	six,	six,	True
to,	two,	two,	True
six,	six,	six,	True
tw,	two,	two,	True
sirx,	six,	six,	True
n,	nine,	nine,	True
nin,	nine,	nine,	True
six,	six,	six,	True
six,	six,	six,	True
nin,	nine,	nine,	True
twre,	two,	thre,	False
h,	four,	thre,	False
e,	three,	six,	False
igt,	eight,	eight,	True
htw,	eight,	two,	False
zero,	zero,	zero,	True
hro,	three,	zero,	False
tr,	three,	thre,	False
five,	five,	five,	True
six,	six,	six,	True
thu,	two,	two,	True
eig,	eight,	eight,	True
fur,	four,	four,	True
one,	one,	one,	True
six,	six,	six,	True
sevt,	seven,	seven,	True
gh,	eight,	eight,	True
eig,	eight,	eight,	True
fou,	four,	four,	True
t,	two,	seven,	False
eight,	eight,	eight,	True
tw,	two,	two,	True
toh,	two,	thre,	False
sveve,	five,	seven,	False
fiv,	five,	five,	True
six,	six,	six,	True
iv,	four,	nine,	False
fi,	five,	five,	True
onei,	one,	one,	True
on,	one,	one,	True
won,	one,	two,	False
tr,	three,	thre,	False
eight,	eight,	eight,	True
if,	five,	eight,	False
two,	two,	seven,	False
fu,	four,	four,	True
io,	two,	zero,	False
se,	three,	seven,	False
fou,	four,	four,	True
,	three,	one,	False
zew,	two,	zero,	False
thre,	three,	thre,	False
eigh,	eight,	eight,	True
fnve,	five,	one,	False
stwx,	six,	six,	True
five,	five,	five,	True
tr,	three,	thre,	False
sei,	six,	seven,	False
zer,	zero,	zero,	True
tw,	two,	two,	True
e,	three,	seven,	False
tw,	Two,	two,	False
o,	four,	one,	False
thro,	three,	zero,	False
seneg,	nine,	seven,	False
sev,	seven,	seven,	True
two,	two,	two,	True
tr,	three,	thre,	False
four,	four,	four,	True
fur,	four,	four,	True
fou,	four,	four,	True
eo,	two,	zero,	False
sev,	seven,	six,	False
four,	four,	four,	True
sivsi,	five,	seven,	False
sis,	six,	six,	True
siv,	five,	seven,	False
two,	two,	two,	True
t,	two,	zero,	False
on,	one,	one,	True
fi,	five,	four,	False
t,	two,	thre,	False
hr,	four,	thre,	False
five,	five,	five,	True
on,	one,	one,	True
tw,	two,	two,	True
five,	five,	five,	True
four,	four,	four,	True
e,	three,	zero,	False
zer,	zero,	zero,	True
sev,	seven,	seven,	True
sru,	three,	zero,	False
furg,	four,	four,	True
nine,	nine,	nine,	True
ni,	nine,	nine,	True
hi,	five,	thre,	False
e,	three,	seven,	False
one,	one,	one,	True
ren,	three,	thre,	False
on,	one,	one,	True
on,	one,	one,	True
fur,	four,	four,	True
si,	six,	six,	True
fv,	five,	seven,	False
vg,	five,	seven,	False
on,	one,	one,	True
nine,	nine,	nine,	True
sei,	six,	seven,	False
t,	two,	two,	True
ove,	five,	one,	False
eig,	eight,	eight,	True
thre,	three,	thre,	False
h,	one,	thre,	False
sei,	six,	seven,	False
forur,	four,	four,	True
on,	One,	one,	False
on,	one,	one,	True
twr,	two,	thre,	False
five,	five,	five,	True
sio,	six,	zero,	False
n,	nine,	nine,	True
fie,	five,	five,	True
fivnen,	five,	seven,	False
tw,	Two,	two,	False
thre,	three,	thre,	False
eight,	eight,	eight,	True
,	nine,	one,	False
tw,	two,	two,	True
n,	nine,	nine,	True
onv,	one,	one,	True
zero,	zero,	zero,	True
twniv,	nine,	nine,	True
fie,	five,	five,	True
one,	one,	one,	True
on,	one,	one,	True
te,	two,	thre,	False
nin,	nine,	nine,	True
thre,	three,	thre,	False
tie,	two,	seven,	False
n,	nine,	eight,	False
on,	one,	one,	True
onoure,	one,	one,	True
eigt,	eight,	eight,	True
,	three,	one,	False
ern,	three,	zero,	False
thre,	three,	thre,	False
si,	six,	six,	True
tw,	two,	two,	True
tix,	six,	six,	True
niv,	nine,	nine,	True
fivef,	five,	five,	True
six,	six,	six,	True
six,	six,	six,	True
i,	nine,	six,	False
one,	one,	one,	True
iv,	four,	nine,	False
eigh,	eight,	eight,	True
on,	one,	one,	True
tw,	two,	seven,	False
siv,	Five,	six,	False
t,	two,	thre,	False
ini,	nine,	nine,	True
n,	nine,	four,	False
zero,	zero,	zero,	True
oin,	nine,	nine,	True
ern,	Three,	two,	False
nin,	nine,	nine,	True
tiw,	two,	two,	True
iwo,	two,	two,	True
ine,	nine,	nine,	True
siv,	five,	six,	False
ze,	two,	zero,	False
e,	Three,	nine,	False
ftfie,	five,	seven,	False
e,	three,	zero,	False
ing,	one,	nine,	False
sive,	five,	seven,	False
tsev,	seven,	seven,	True
seivio,	seven,	seven,	True
eige,	eight,	eight,	True
in,	one,	nine,	False
f,	five,	five,	True
eigf,	eight,	eight,	True
rog,	four,	zero,	False
er,	Three,	zero,	False
tix,	six,	six,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
sige,	six,	seven,	False
fon,	four,	one,	False
zeo,	zero,	zero,	True
fie,	five,	five,	True
,	five,	seven,	False
i,	nine,	nine,	True
eig,	eight,	eight,	True
six,	six,	six,	True
t,	two,	thre,	False
two,	two,	two,	True
thret,	three,	thre,	False
tw,	two,	two,	True
e,	three,	zero,	False
ig,	nine,	two,	False
,	one,	two,	False
nine,	nine,	nine,	True
si,	six,	six,	True
nin,	nine,	nine,	True
wo,	two,	two,	True
thre,	three,	thre,	False
ih,	nine,	eight,	False
six,	six,	six,	True
tw,	two,	two,	True
,	five,	two,	False
sixe,	six,	six,	True
on,	one,	one,	True
ero,	zero,	zero,	True
twe,	two,	two,	True
five,	five,	five,	True
tiw,	two,	zero,	False
eoe,	two,	zero,	False
foure,	four,	four,	True
sixt,	Six,	six,	False
twe,	two,	two,	True
oe,	nine,	one,	False
one,	one,	one,	True
tew,	two,	two,	True
hre,	three,	thre,	False
fe,	five,	four,	False
onine,	nine,	one,	False
e,	three,	nine,	False
eiroe,	zero,	zero,	True
two,	two,	two,	True
ni,	nine,	nine,	True
one,	one,	one,	True
sixe,	six,	six,	True
twoe,	two,	two,	True
on,	one,	one,	True
foe,	four,	four,	True
te,	three,	two,	False
five,	five,	five,	True
thre,	three,	thre,	False
tw,	two,	two,	True
,	four,	zero,	False
fine,	nine,	five,	False
foue,	four,	four,	True
fev,	five,	five,	True
nin,	nine,	nine,	True
sevexe,	seven,	seven,	True
oe,	nine,	thre,	False
fen,	three,	seven,	False
five,	five,	five,	True
tnine,	nine,	nine,	True
eiht,	eight,	eight,	True
e,	three,	nine,	False
er,	four,	zero,	False
fiv,	five,	five,	True
twe,	two,	zero,	False
nin,	nine,	nine,	True
fourn,	four,	four,	True
six,	six,	six,	True
sevnen,	seven,	seven,	True
inf,	five,	one,	False
tw,	two,	two,	True
fone,	one,	one,	True
twre,	two,	thre,	False
one,	one,	one,	True
eighe,	eight,	eight,	True
feign,	five,	eight,	False
nine,	nine,	nine,	True
ew,	two,	zero,	False
e,	three,	six,	False
one,	one,	one,	True
eigt,	eight,	eight,	True
sixe,	six,	six,	True
ei,	nine,	eight,	False
tirf,	four,	six,	False
fe,	five,	five,	True
fe,	five,	four,	False
eigte,	eight,	eight,	True
nin,	nine,	nine,	True
one,	one,	one,	True
ifet,	five,	six,	False
fetwe,	five,	two,	False
thre,	three,	thre,	False
twe,	two,	two,	True
tweg,	two,	two,	True
se,	Three,	seven,	False
nine,	nine,	nine,	True
s,	five,	seven,	False
twoe,	two,	two,	True
twe,	two,	two,	True
tw,	two,	two,	True
te,	two,	two,	True
four,	four,	four,	True
he,	three,	thre,	False
oe,	two,	one,	False
n,	nine,	nine,	True
eigt,	eight,	eight,	True
twe,	two,	two,	True
ft,	four,	thre,	False
onfoe,	one,	four,	False
eige,	eight,	eight,	True
fo,	four,	four,	True
on,	one,	one,	True
n,	nine,	four,	False
eige,	eight,	eight,	True
fouren,	four,	four,	True
eigh,	eight,	eight,	True
foe,	four,	four,	True
tx,	six,	six,	True
t,	two,	zero,	False
e,	three,	thre,	False
fnf,	nine,	seven,	False
fe,	five,	four,	False
five,	five,	five,	True
on,	one,	one,	True
ht,	Eight,	five,	False
one,	one,	one,	True
n,	nine,	seven,	False
one,	one,	one,	True
thre,	three,	thre,	False
eighe,	eight,	eight,	True
one,	one,	one,	True
seroe,	zero,	seven,	False
eie,	five,	zero,	False
two,	two,	two,	True
fene,	nine,	five,	False
sie,	six,	seven,	False
e,	three,	seven,	False
six,	six,	six,	True
sixe,	six,	six,	True
tw,	two,	two,	True
foure,	four,	four,	True
tw,	two,	two,	True
siene,	nine,	seven,	False
feinx,	six,	six,	True
five,	five,	five,	True
six,	six,	six,	True
fur,	four,	four,	True
eig,	eight,	eight,	True
ie,	nine,	eight,	False
foue,	four,	four,	True
eigh,	eight,	eight,	True
th,	two,	thre,	False
on,	one,	one,	True
four,	four,	four,	True
nsixe,	six,	six,	True
tixe,	six,	two,	False
fon,	four,	four,	True
ofu,	four,	four,	True
fiv,	five,	five,	True
zeo,	zero,	zero,	True
,	Nine,	zero,	False
thre,	three,	thre,	False
fiv,	five,	five,	True
,	three,	nine,	False
wn,	one,	two,	False
sixe,	six,	six,	True
thre,	Three,	thre,	False
gh,	eight,	eight,	True
si,	six,	six,	True
fou,	four,	four,	True
f,	four,	four,	True
o,	four,	zero,	False
xf,	six,	seven,	False
h,	four,	zero,	False
siwo,	six,	zero,	False
eighe,	eight,	eight,	True
fw,	four,	six,	False
one,	one,	one,	True
five,	five,	five,	True
fo,	four,	four,	True
gh,	eight,	eight,	True
n,	nine,	one,	False
fun,	one,	four,	False
fiv,	five,	five,	True
fo,	four,	four,	True
nin,	nine,	nine,	True
